SampleName,Actinobacteria,Bacteroidetes,Candidatus_Saccharibacteria,Chloroflexi,Cyanobacteria,Firmicutes,Fusobacteria,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Unclassified_Bacteria,Verrucomicrobia
SRS042284,0.00048177890742496794,0.8244492959058435,2.815576501491993e-05,0.0,0.0,0.15240039010163178,1.0149370806103564e-05,0.0,0.013687198378756444,2.732973985646765e-05,0.0,0.00771700052225533,3.786538304788478e-05,0.0
SRS042628,0.0008067185866773165,0.17528281446390093,1.824567680611632e-05,0.0,0.0,0.8100262261792662,2.9245059083802418e-05,0.0,0.0020424357330874154,0.0,0.00044179695943469776,1.9182125599773607e-05,0.0002848149335592545,0.009139373803859693
SRS043001,0.0015996925864119721,0.8781657284185942,0.0,0.0,0.0,0.11695995446716105,0.0,0.0,0.0016810049400912798,0.0,0.0,0.0,0.00047391818270486153,0.0
SRS043411,0.00537254661113027,0.8298074469991257,0.0,0.0,0.0,0.1464485710083098,0.0,0.0,0.012582771464655865,0.0,0.0,0.00011053795163374575,0.0004045058115244804,0.004131775951177009
SRS043701,0.0011320734576745822,0.8584229749509877,2.259127085439073e-05,0.0,0.0,0.12583232888075327,0.0,0.0,0.012904790607119082,0.0,0.0,0.00017708877675124573,0.0001824101528968884,1.0575549330304367e-05
SRS045004,0.002662241178404373,0.9100693019025353,0.0,0.0,0.0,0.06983970045399263,0.0,0.0,0.012452409685062178,0.0,0.0001157226095581329,0.002153984341380875,0.0001195222094672605,0.0
SRS045528,0.01050978956209146,0.7966313538993504,2.178484767624776e-05,0.0,0.0,0.15972920168896326,2.4420903654821083e-05,0.0,0.002263567063874926,0.0,0.0,0.0,0.00012828695813755963,0.028074216548576943
SRS045645,0.0032342452791685396,0.9293461406336954,0.0,0.0,0.0,0.04958569211109421,0.0,0.0,0.016043733646661888,0.0,0.0,8.535694777334875e-05,9.792515667951128e-05,0.0
SRS045713,0.00950674636272626,0.895555123017907,2.0891124810648464e-05,0.0,0.0,0.05964119614765975,0.0,0.006347215376103818,0.027867148038735176,0.0,0.0,1.1430038860004587e-05,5.973171119622672e-05,0.0
SRS045739,0.007618513393564307,0.9087629131714601,0.0,0.0,0.0001237767707388073,0.05747631516320782,2.8150181724284837e-05,0.0,0.02424864259220051,0.0,0.0,0.0,0.00018929694837439788,0.0
SRS047014,0.0066426220983129645,0.6582556967443238,0.0,0.0,0.0,0.32592859093846155,0.0,0.0,0.006789226826339133,1.178631786828938e-05,0.0,7.830506489006087e-05,0.00047964379595495985,0.00021559477352684622
SRS047044,0.0012536413873380228,0.9026365800049267,0.0,0.0,0.0,0.08960908154197879,3.806980129361831e-05,0.0,0.00465915865791942,0.0,0.0,0.0005694885159766944,0.000260575447785078,2.8812543350786264e-05
SRS048164,0.004349564863103275,0.7896070598979286,0.0,0.0,0.0,0.18462874384526198,3.571415265711063e-05,2.542605882634426e-05,0.01854966812025601,0.0,1.3211539696357394e-05,6.953827019321834e-05,0.0013972339799931547,0.0
SRS048870,0.0024970493030264896,0.8006670263347053,2.527048228130838e-05,0.0,0.0,0.18565133148675755,0.0,0.0,0.0035655030249129296,0.0,5.4716304431187625e-05,6.129424573487623e-05,5.1084248774638037e-05,0.006002505783382454
SRS049164,0.00967145138181049,0.6589978338696949,0.0,0.0,0.0,0.32205188128148915,0.0,0.0,0.0064867311473321265,2.0044969313910238e-05,0.0,9.631298412471936e-05,0.0005221396067888822,0.0003005852842842411
SRS049402,0.016178988613078264,0.7743596273740665,2.035276587601017e-05,0.0,0.0,0.16291475942498598,3.865020492089501e-05,0.0,0.04420027014962553,0.0,0.0,0.0,1.312333549755579e-05,0.0
SRS049712,0.003576589291173794,0.8173752769692113,0.0,0.0,0.0,0.1674331820012298,0.0,0.0,0.010172695725804514,0.0,0.0,3.4937722747984536e-05,0.00020100008953059443,0.0
