Bacterial_Strain,Accession,TaxID,Species,Genus,Family,Order,Class,Phylum
Sedimentisphaera_cyanobacteriorum_strainL21RPulD3,NZ_CP019633.1,1940790,Sedimentisphaera_cyanobacteriorum,Sedimentisphaera,Sedimentisphaeraceae,Sedimentisphaerales,Phycisphaerae,Planctomycetes
Mycobacterium_tuberculosis_TRS9_strainTRS9,NZ_CP008702.1,1334055,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB35_strain1821ADB35,NZ_CP009198.1,1334076,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB36_strain1821ADB36,NZ_CP009199.1,1334077,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB37_strain1821ADB37,NZ_CP009200.1,1334078,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB38_strain1821ADB38,NZ_CP009201.1,1334079,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB40_strain1821ADB40,NZ_CP009202.1,1334080,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB41_strain1821ADB41,NZ_CP009203.1,1334081,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB42_strain1821ADB42,NZ_CP009204.1,1334082,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB44_strain1821ADB44,NZ_CP009205.1,1334083,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_1821ADB45_strain1821ADB45,NZ_CP009206.1,1334084,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS1_strainTRS1,NZ_CP009207.1,1334047,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS16_strainTRS16,NZ_CP009172.1,1334062,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS17_strainTRS17,NZ_CP009173.1,1334063,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS20_strainTRS20,NZ_CP009174.1,1334066,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS13_strainTRS13,NZ_CP009175.1,1334059,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS21_strainTRS21,NZ_CP009176.1,1334067,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS19_strainTRS19,NZ_CP009177.1,1334065,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS7_strainTRS7,NZ_CP009178.1,1334053,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS5_strainTRS5,NZ_CP009179.1,1334051,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS23_strainTRS23,NZ_CP009180.1,1334069,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS14_strainTRS14,NZ_CP009181.1,1334060,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS12_strainTRS12,NZ_CP009182.1,1334058,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS15_strainTRS15,NZ_CP009184.1,1334061,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS18_strainTRS18,NZ_CP009185.1,1334064,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Nocardiopsis_sinuspersici_strainUTMC102,NZ_MCOK01000001.1,501010,Nocardiopsis_sinuspersici,Nocardiopsis,Nocardiopsaceae,Streptosporangiales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS2_strainTRS2,NZ_CP009186.1,1334048,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS6_strainTRS6,NZ_CP009188.1,1334052,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS4_strainTRS4,NZ_CP009189.1,1334050,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS28_strainTRS28,NZ_CP009194.1,1334074,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS8_strainTRS8,NZ_CP009196.1,1334054,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS11_strainTRS11,NZ_CP009197.1,1334057,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS27_strainTRS27,NZ_CP009190.1,1334073,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS24_strainTRS24,NZ_CP009191.1,1334070,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS26_strainTRS26,NZ_CP009193.1,1334072,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Anaerostipes_hadrus_strainBPB5,NZ_CP012098.1,649756,Anaerostipes_hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes
Leuconostoc_garlicum_strainKFRI01,NZ_CP016329.1,255248,Leuconostoc_garlicum,Leuconostoc,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes
Tessaracoccus_flavescens_strainSST39T,NZ_CP019607.1,399497,Tessaracoccus_flavescens,Tessaracoccus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria
Vagococcus_penaei_strainCD276,NZ_CP019609.1,633807,Vagococcus_penaei,Vagococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes
Rodentibacter_heylii_strain1998236014,NZ_MLAA01000001.1,1906744,Rodentibacter_heylii,Rodentibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Bacillus_sp_275_strain275,NZ_CP019626.1,1941347,Bacillus_sp_275,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Pseudoalteromonas_aliena_strainEH1,NZ_CP019628.1,247523,Pseudoalteromonas_aliena,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Labrenzia_aggregata_strainRMAR66,NZ_CP019630.1,187304,Labrenzia_aggregata,Labrenzia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sinomonas_mesophila_strainMPKL_26,NZ_KV908322.1,1531955,Sinomonas_mesophila,Sinomonas,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria
Planococcus_sp_Y42_strainY42,NZ_CP019640.1,2213202,Planococcus_sp_Y42,Planococcus,Planococcaceae,Bacillales,Bacilli,Firmicutes
Microbulbifer_agarilyticus_strainGP101,NZ_CP019650.1,260552,Microbulbifer_agarilyticus,Microbulbifer,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria
Helicobacter_bilis_strainAAQJH,NZ_CP019645.1,37372,Helicobacter_bilis,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Colwellia_aestuarii_strainKCTC_12480,NZ_MUZV01000001.1,329993,Colwellia_aestuarii,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Rhizobium_flavum_strainYW14,NZ_MUXO01000029.1,1335061,Rhizobium_flavum,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Colwellia_agarivorans_strainQM50,NZ_MUZU01000001.1,1911682,Colwellia_agarivorans,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Thioalkalivibrio_denitrificans_strainALJD,NZ_MVBK01000001.1,108003,Thioalkalivibrio_denitrificans,Thioalkalivibrio,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria
Mycobacterium_tuberculosis_TRS25_strainTRS25,NZ_CP009192.1,1334071,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS10_strainTRS10,NZ_CP009195.1,1334056,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS29_strainTRS29,NZ_CP009187.1,1334075,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_tuberculosis_TRS22_strainTRS22,NZ_CP009183.1,1334068,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Streptococcus_gallolyticus_subsp_gallolyticus_DSM_16831_strainDSM_16831,NZ_CP018822.1,1258574,Streptococcus_gallolyticus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Brevundimonas_sp_LM2_strainLM2,NZ_CP019508.1,1938605,Brevundimonas_sp_LM2,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Janthinobacterium_sp_LM6_strainLM6,NZ_CP019510.1,1938606,Janthinobacterium_sp_LM6,Janthinobacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Aquaspirillum_sp_LM1_strainLM1,NZ_CP019509.1,1938604,Aquaspirillum_sp_LM1,Aquaspirillum,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria
Sphingomonas_sp_LM7_strainLM7,NZ_CP019511.1,1938607,Sphingomonas_sp_LM7,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Paenibacillus_larvae_subsp_larvae_strainATCC_9545,NZ_CP019687.1,147375,Paenibacillus_larvae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes
Clostridium_saccharoperbutylacetonicum_strainN1504,NZ_CP016087.1,36745,Clostridium_saccharoperbutylacetonicum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Clostridium_saccharobutylicum_strainBASB3SW136,NZ_CP016089.1,169679,Clostridium_saccharobutylicum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Caenibacillus_caldisaponilyticus_strainB157,NZ_BDDQ01000001.1,1674942,Caenibacillus_caldisaponilyticus,Caenibacillus,Sporolactobacillaceae,Bacillales,Bacilli,Firmicutes
Desulfotomaculum_ferrireducens_strainGSS09,NZ_CP019698.1,1833852,Desulfotomaculum_ferrireducens,Desulfotomaculum,Peptococcaceae,Clostridiales,Clostridia,Firmicutes
Novibacillus_thermophilus_strainSG1,NZ_CP019699.1,1471761,Novibacillus_thermophilus,Novibacillus,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes
Agrobacterium_rhizogenes_strainK599,NZ_CP019701.2,359,Agrobacterium_rhizogenes,Agrobacterium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Streptomyces_pactum_strainACT12,NZ_CP019724.1,68249,Streptomyces_pactum,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Corynebacterium_ammoniagenes_strainKCCM_40472,NZ_CP019705.1,1697,Corynebacterium_ammoniagenes,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Shewanella_psychrophila_strainWP2,NZ_CP014782.1,225848,Shewanella_psychrophila,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Paenalcaligenes_hominis_strain15S00501,NZ_CP019697.1,643674,Paenalcaligenes_hominis,Paenalcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Lactobacillus_plantarum_strain10CH,NZ_CP023728.1,1590,Lactobacillus_plantarum,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Jeotgalibaca_dankookensis_strainEX07,NZ_CP019728.1,708126,Jeotgalibaca_dankookensis,Jeotgalibaca,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes
Polaribacter_sp_BM10_strainBM10,NZ_CP019704.1,1529069,Polaribacter_sp_BM10,Polaribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Acetobacter_aceti_strainTMW21153,NZ_CP014692.1,435,Acetobacter_aceti,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Neoasaia_chiangmaiensis_strainNBRC_101099,NZ_CP014691.1,320497,Neoasaia_chiangmaiensis,Neoasaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Gluconobacter_albidus_strainTMW21191,NZ_CP014689.1,318683,Gluconobacter_albidus,Gluconobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Helicobacter_pylori_SS1_strainSS1,NZ_CP009259.1,102617,Helicobacter_pylori,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Clostridium_puniceum_strainDSM_2619,NZ_LZZM01000001.1,29367,Clostridium_puniceum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Clostridium_felsineum_DSM_794_strainDSM_794,NZ_LZYT01000001.1,1121310,Clostridium_felsineum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Acetobacter_persici_strainTMW21084,NZ_CP014687.1,1076596,Acetobacter_persici,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Wohlfahrtiimonas_larvae_strainkbl006,NZ_MVDO01000001.1,1157986,Wohlfahrtiimonas_larvae,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
Streptomyces_tsukubensis_strainF601,NZ_MVFC01000101.1,83656,Streptomyces_tsukubensis,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Bartonella_apis_strainBBC0122,NZ_CP015625.1,1686310,Bartonella_apis,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Cellvibrio_sp_PSBB023_strainPSBB023,NZ_CP019799.1,1945512,Cellvibrio_sp_PSBB023,Cellvibrio,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria
Streptomyces_sp_fd1xmd_strainfd1xmd,NZ_CP019798.1,1812480,Streptomyces_sp_fd1-xmd,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Chlamydia_gallinacea_strainJX1,NZ_CP019792.1,1457153,Chlamydia_gallinacea,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Mycolicibacterium_litorale_strainF4,NZ_CP019882.1,758802,Mycolicibacterium_litorale,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Paenibacillus_larvae_subsp_pulvifaciens_strainATCC_13537,NZ_CP019794.1,1477,Paenibacillus_larvae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes
Pseudomonas_azotoformans_strainF77,NZ_CP019856.1,47878,Pseudomonas_azotoformans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Serratia_marcescens_strain1274,NZ_CP019927.1,615,Serratia_marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Clostridium_tepidum_strainIEH_97212,NZ_MRAE01000001.1,1962263,Clostridium_tepidum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Microbulbifer_mangrovi_strainDD13,NZ_LZDE01000212.1,927787,Microbulbifer_mangrovi,Microbulbifer,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria
Streptomyces_niveus_strainSCSIO_3406,NZ_CP018047.1,193462,Streptomyces_niveus,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Bacillus_megaterium_strainJX285,NZ_CP018874.1,1404,Bacillus_megaterium,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Planococcus_faecalis_strainAJ003,NZ_CP019401.1,1598147,Planococcus_faecalis,Planococcus,Planococcaceae,Bacillales,Bacilli,Firmicutes
Halomonas_sp_'Soap_Lake_#7'_strainSoap_Lake_#7,NZ_CP019915.1,1962264,Halomonas_sp_Soap_Lake_#7,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Komagataeibacter_nataicola_strainRZS01,NZ_CP019875.1,265960,Komagataeibacter_nataicola,Komagataeibacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Chromatiaceae_bacterium_2141TSTBD0c01a_strain2141TSTBD0c01a,NZ_CP019936.1,1978339,Chromatiaceae_bacterium_2141TSTBD0c01a,Unclassified_Chromatiaceae,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria
Cupriavidus_necator_strainNH9,NZ_CP017757.2,106590,Cupriavidus_necator,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
blood_disease_bacterium_A2HR_MARDI_strainA2HR_MARDI,NZ_CP019911.1,1944648,blood_disease_bacterium_A2-HR_MARDI,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Streptococcus_thermophilus_strainAPC151,NZ_CP019935.1,1308,Streptococcus_thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Mycobacteroides_salmoniphilum_strainD16Q15,NZ_MAFE01000001.1,404941,Mycobacteroides_salmoniphilum,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacteroides_franklinii_strainCV002,NZ_MAFQ01000001.1,948102,Mycobacteroides_franklinii,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mucilaginibacter_pedocola_strainTBZ30,NZ_MBTF01000001.1,1792845,Mucilaginibacter_pedocola,Mucilaginibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes
Moraxella_lincolnii_strainCCUG_9405,NZ_MUYT01000001.1,90241,Moraxella_lincolnii,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Moraxella_porci_DSM_25326_strainCCUG_54912,NZ_MUYV01000001.1,573983,Moraxella_porci,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Moraxella_caviae_strainCCUG_355,NZ_MUXU01000001.1,34060,Moraxella_caviae,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Haemophilus_haemoglobinophilus_strainCCUG_3714,NZ_MUXZ01000001.1,733,Haemophilus_haemoglobinophilus,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Haemophilus_paracuniculus_strainCCUG_43573,NZ_MUYA01000001.1,734,Haemophilus_paracuniculus,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Haemophilus_felis_strainCCUG_31170,NZ_MUYB01000001.1,123822,Haemophilus_felis,Unclassified_Pasteurellaceae,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Rhodoferax_fermentans_strainJCM_7819,NZ_MTJN01000001.1,28066,Rhodoferax_fermentans,Rhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Bacillus_abyssalis_strainDSM_25875,NZ_KV917369.1,1221450,Bacillus_abyssalis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_alkalinitrilicus_strainDSM_22532,NZ_KV917368.1,427920,Bacillus_alkalinitrilicus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_halosaccharovorans_strainDSM_25387,NZ_KV917371.1,930124,Bacillus_halosaccharovorans,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_halmapalus_strainDSM_8723,NZ_KV917375.1,79882,Bacillus_halmapalus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_clarkii_strainDSM_8720,NZ_KV917376.1,79879,Bacillus_clarkii,Unclassified_Sporolactobacillaceae,Sporolactobacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_patagoniensis_strainDSM_16117,NZ_KV917377.1,228576,Bacillus_patagoniensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Salipaludibacillus_agaradhaerens_strainDSM_8721,NZ_KV917378.1,76935,Salipaludibacillus_agaradhaerens,Salipaludibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Streptomyces_antibioticus_strainDSM_41481,NZ_CM007717.1,1890,Streptomyces_antibioticus,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Thioclava_marina_strain1110013,NZ_MPZS01000001.1,1915077,Thioclava_marina,Thioclava,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Solemya_elarraichensis_gill_symbiont,NZ_MPRJ01000001.1,1918949,Solemya_elarraichensis_gill_symbiont,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
Solemya_velesiana_gill_symbiont,NZ_MPRL01000001.1,1918948,Solemya_velesiana_gill_symbiont,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
Streptomyces_hygroscopicus_strainXM201,NZ_CP018627.1,1912,Streptomyces_hygroscopicus,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Campylobacter_pinnipediorum_subsp_pinnipediorum_strainRM17260,NZ_CP012546.1,1660067,Campylobacter_pinnipediorum,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Campylobacter_pinnipediorum_subsp_caledonicus_strainRM18020,NZ_CP017018.1,1874362,Campylobacter_pinnipediorum,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Elizabethkingia_anophelis_strain0422,NZ_CP016370.1,1117645,Elizabethkingia_anophelis,Elizabethkingia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Elizabethkingia_meningoseptica_strainG4076,NZ_CP016376.1,238,Elizabethkingia_meningoseptica,Elizabethkingia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Elizabethkingia_ursingii_strainG4123,NZ_CP016377.1,1756150,Elizabethkingia_ursingii,Elizabethkingia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Tessaracoccus_sp_T2530_strainT2530,NZ_CP019229.1,1909732,Tessaracoccus_sp_T25-30,Tessaracoccus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria
Bartonella_sp_A1379B_strainA1379B,NZ_CP019780.1,1933910,Bartonella_sp_A1379B,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_WD162_strainWD162,NZ_CP019781.1,1933904,Bartonella_sp_WD162,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_CDC_skunk_strainCDC_skunk,NZ_CP019782.1,1933905,Bartonella_sp_CDC_skunk,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_Coyote22sub2_strainCoyote22sub2,NZ_CP019785.1,1933911,Bartonella_sp_Coyote22sub2,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_Raccoon60_strainRaccoon60,NZ_CP019786.1,1933912,Bartonella_sp_Raccoon60,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_JB15_strainJB15,NZ_CP019787.1,1933906,Bartonella_sp_JB15,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_11B_strain11B,NZ_CP019783.1,1933908,Bartonella_sp_11B,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_114_strain114,NZ_CP019784.1,1933909,Bartonella_sp_114,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_sp_JB63_strainJB63,NZ_CP019788.1,1933907,Bartonella_sp_JB63,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_schoenbuchensis_R1_strainR1,NZ_CP019789.1,687861,Bartonella_schoenbuchensis,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Elizabethkingia_anophelis_R26_strainR26,NZ_CP023401.1,1246994,Elizabethkingia_anophelis,Elizabethkingia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Enterococcus_faecium,NZ_CP019970.1,1352,Enterococcus_faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes
Bacillus_flexus_strainKLBMP_4941,NZ_CP016790.1,86664,Bacillus_flexus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Pseudomonas_syringae_pv_actinidiae_strainCRAFRU_1229,NZ_CP019730.1,103796,Pseudomonas_syringae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Plantibacter_flavus_strain251,NZ_CP019402.1,150123,Plantibacter_flavus,Plantibacter,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria
