Bacterial_Strain,Accession,TaxID,Species,Genus,Family,Order,Class,Phylum
Elizabethkingia_bruuniana_strainG0146,NZ_CP014337.1,1756149,Elizabethkingia_bruuniana,Elizabethkingia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Escherichia_coli_NU14_strainNU14,NZ_CP019777.1,569579,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Microbacterium_foliorum_strain122,NZ_CP019892.1,104336,Microbacterium_foliorum,Microbacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria
Pseudomonas_sp_CC6YY74_strainCC6YY74,NZ_CP019947.1,1930532,Pseudomonas_sp_CC6-YY-74,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Citrobacter_werkmanii_strainBF6,NZ_CP019986.1,67827,Citrobacter_werkmanii,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Ochrobactrum_pituitosum_strainAA2,NZ_CP018779.1,571256,Ochrobactrum_pituitosum,Ochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Curtobacterium_pusillum_strainAA3,NZ_CP018783.1,69373,Curtobacterium_pusillum,Curtobacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria
Chryseobacterium_indologenes_strainAA5,NZ_CP018786.1,253,Chryseobacterium_indologenes,Chryseobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Herbaspirillum_robiniae_strainAA6,NZ_CP018845.1,2014887,Herbaspirillum_robiniae,Herbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Pseudomonas_veronii_strainR02,NZ_CP018420.1,76761,Pseudomonas_veronii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Spiroplasma_eriocheiris_CCTCC_M_207170_strainCCTCC_M_207170,NZ_CP001973.1,743698,Spiroplasma_eriocheiris,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes
Streptomyces_sp_3211_strain3211,NZ_CP020039.1,1964449,Streptomyces_sp_3211,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Thiomonas_intermedia_strainATCC_15466,NZ_CP020046.1,926,Thiomonas_intermedia,Unclassified_Burkholderiales,Unclassified_Burkholderiales,Burkholderiales,Betaproteobacteria,Proteobacteria
Streptomyces_katrae_strainS3,NZ_CP020042.1,68223,Streptomyces_katrae,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Nitrobacter_vulgaris_strainAb1,NZ_MWPQ01000040.1,29421,Nitrobacter_vulgaris,Nitrobacter,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Clostridium_oryzae_strainDSM_28571,NZ_MZGV01000001.1,1450648,Clostridium_oryzae,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Clostridium_chromiireducens_strainDSM_23318,NZ_MZGT01000001.1,225345,Clostridium_chromiireducens,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Clostridium_thermoalcaliphilum_strainDSM_7309,NZ_MZGW01000001.1,29349,Clostridium_thermoalcaliphilum,Unclassified_Peptostreptococcaceae,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes
Pseudomonas_sp_LPH1_strainLPH1,NZ_CP017290.1,1898684,Pseudomonas_sp_LPH1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Martelella_mediterranea_DSM_17316_strainMACL11,NZ_CP020330.1,1122214,Martelella_mediterranea,Martelella,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Clostridium_thermobutyricum_DSM_4928_strainDSM_4928,NZ_LTAY01000001.1,1121339,Clostridium_thermobutyricum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Ruminiclostridium_hungatei_strainDSM_14427,NZ_MZGX01000001.1,48256,Ruminiclostridium_hungatei,Ruminiclostridium,Hungateiclostridiaceae,Clostridiales,Clostridia,Firmicutes
Acinetobacter_calcoaceticus_strainCA16,NZ_CP020000.1,471,Acinetobacter_calcoaceticus,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Glaesserella_parasuis_strainCL120103,NZ_CP020085.1,738,Glaesserella_parasuis,Glaesserella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Pseudomonas_sp_S62_strainS62,NZ_CP020100.1,1931241,Pseudomonas_sp_S-6-2,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Comamonas_kerstersii_strain8943,NZ_CP020121.1,225992,Comamonas_kerstersii,Comamonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Spirosoma_aerolatum_strainKACC_17939,NZ_CP020104.1,1211326,Spirosoma_aerolatum,Spirosoma,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes
Nonomuraea_sp_ATCC_55076_strainATCC_55076,NZ_CP017717.1,1909395,Nonomuraea_sp_ATCC_55076,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinobacteria,Actinobacteria
Pasteurella_multocida_subsp_multocida_strainCIRMBP0884,NZ_CP020345.1,44283,Pasteurella_multocida,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Spirosoma_rigui_strainKCTC_12531,NZ_CP020105.1,564064,Spirosoma_rigui,Spirosoma,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes
Pseudomonas_amygdali_pv_lachrymans_strainNM002,NZ_CP020351.1,53707,Pseudomonas_amygdali,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Geobacillus_thermodenitrificans_strainKCTC3902,NZ_CP017694.1,33940,Geobacillus_thermodenitrificans,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Pseudomonas_tolaasii_strain2192T,NZ_CP020369.1,29442,Pseudomonas_tolaasii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Alcanivorax_xenomutans_strainP40,NZ_CP012331.1,1094342,Alcanivorax_xenomutans,Alcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Methyloprofundus_sedimenti_strainWF1,NZ_LPUF01000001.1,1420851,Methyloprofundus_sedimenti,Methyloprofundus,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Yersinia_sp_FDAARGOS_228_strainFDAARGOS_228,NZ_CP020409.2,1839800,Yersinia_sp_FDAARGOS_228,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Streptococcus_intermedius_strainFDAARGOS_233,NZ_CP020433.2,1338,Streptococcus_intermedius,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Bacillus_sp_FDAARGOS_235_strainFDAARGOS_235,NZ_CP020437.2,1839798,Bacillus_sp_FDAARGOS_235,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Streptococcus_gordonii_strainFDAARGOS_257,NZ_CP020450.2,1302,Streptococcus_gordonii,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Leptospira_interrogans_serovar_Copenhageni_strainFDAARGOS_203,NZ_CP020414.2,44275,Leptospira_interrogans,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,Spirochaetes
Paracoccus_yeei_strainFDAARGOS_252,NZ_CP020442.2,147645,Paracoccus_yeei,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Neisseria_sicca_strainFDAARGOS_260,NZ_CP020452.2,490,Neisseria_sicca,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria
Citrobacter_braakii_strainFDAARGOS_253,NZ_CP020448.2,57706,Citrobacter_braakii,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Streptococcus_sp_'group_B'_strainFDAARGOS_229,NZ_CP020432.1,1319,Streptococcus_sp_group_B,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Streptococcus_sp_FDAARGOS_192_strainFDAARGOS_192,NZ_CP020431.2,1839799,Streptococcus_sp_FDAARGOS_192,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Streptococcus_salivarius_strainFDAARGOS_259,NZ_CP020451.2,1304,Streptococcus_salivarius,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Candidatus_Riesia_pediculischaeffi_strainPTSK,NZ_CP012839.1,428411,Candidatus_Riesia_pediculischaeffi,Candidatus_Riesia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Candidatus_Riesia_pediculicola_strainHHAC,NZ_CP012841.1,401619,Candidatus_Riesia_pediculicola,Candidatus_Riesia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Rhodovulum_sp_MB263_strainMB263,NZ_CP020384.1,308754,Rhodovulum_sp_MB263,Rhodovulum,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Frondihabitans_sp_762G35_strain762G35,NZ_CP014619.1,1446794,Frondihabitans_sp_762G35,Frondihabitans,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria
Clostridium_argentinense_strain89G,NZ_CP014176.1,29341,Clostridium_argentinense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
bacterium_endosymbiont_of_Pedicinus_badii_strainPRUG,NZ_LKAS01000001.1,1719126,bacterium_endosymbiont_of_Pedicinus_badii,Unclassified_Bacteria,Unclassified_Bacteria,Unclassified_Bacteria,Unclassified_Bacteria,Unclassified_Bacteria
Halomicronema_hongdechloris_C2206_strainC2206,NZ_CP021983.1,1641165,Halomicronema_hongdechloris,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Shewanella_japonica_strainKCTC_22435,NZ_CP020472.1,93973,Shewanella_japonica,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Edwardsiella_piscicida_strainETW41,NZ_CP019440.1,1263550,Edwardsiella_piscicida,Edwardsiella,Hafniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Pseudaminobacter_manganicus_strainJH7,NZ_MDET01000001.1,1873176,Pseudaminobacter_manganicus,Pseudaminobacter,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Colwellia_beringensis_strainNB0971,NZ_CP020465.1,1967665,Colwellia_beringensis,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Actinomyces_gaoshouyii_strainpika_114,NZ_CP020468.1,1960083,Actinomyces_gaoshouyii,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria
Acinetobacter_lactucae_strainOTEC02,NZ_CP020015.1,1785128,Acinetobacter_lactucae,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Metallibacterium_scheffleri_strainDKE6,NZ_LDOS01000004.1,993689,Metallibacterium_scheffleri,Metallibacterium,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Sporosarcina_sp_P33_strainP33,NZ_CP015027.1,1930764,Sporosarcina_sp_P33,Sporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes
Colwellia_sp_PAMC_21821_strainPAMC_21821,NZ_CP014943.1,1816219,Colwellia_sp_PAMC_21821,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Bacillus_safensis_strainBRM1,NZ_CP018100.1,561879,Bacillus_safensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Niastella_vici_strainDJ57,NZ_LVYD01000001.1,1703345,Niastella_vici,Niastella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes
Niastella_populi_strainCCTCC_AB_208238,NZ_LWBP01000001.1,550983,Niastella_populi,Niastella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes
Rickettsia_bellii,NZ_CP015010.1,33990,Rickettsia_bellii,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Rickettsia_amblyommatis,NZ_CP015012.1,33989,Rickettsia_amblyommatis,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Lactococcus_lactis_subsp_cremoris_strain158,NZ_CP015894.1,1359,Lactococcus_lactis,Lactococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Escherichia_coli_C_strainC,NZ_CP020543.1,498388,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Rhodococcus_sp_BH4_strainBH4,NZ_CP014941.1,1807790,Rhodococcus_sp_BH4,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Rhodovulum_sp_P5_strainP5,NZ_CP015039.1,1564506,Rhodovulum_sp_P5,Rhodovulum,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Parasaccharibacter_apium_strainG7_7_3c,NZ_CP020554.1,1510841,Parasaccharibacter_apium,Parasaccharibacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Campylobacter_helveticus_strainATCC_51209,NZ_CP020478.1,28898,Campylobacter_helveticus,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Roseovarius_mucosus_strainSMR3,NZ_CP020474.1,215743,Roseovarius_mucosus,Roseovarius,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sphingobium_herbicidovorans_strainMH,NZ_CP020538.1,76947,Sphingobium_herbicidovorans,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Streptomyces_sp_Sge12_strainSge12,NZ_CP020555.1,1972846,Streptomyces_sp_Sge12,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Nocardia_donostiensis_strainW9944,NZ_LOKT01000001.1,1538463,Nocardia_donostiensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Sporosarcina_ureae_strainP17a,NZ_CP015109.1,1571,Sporosarcina_ureae,Sporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes
Achromobacter_ruhlandii_strainSCCH3:ACH_331365,NZ_CP017433.1,72557,Achromobacter_ruhlandii,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Streptomyces_violaceoruber_strainS21,NZ_CP020570.1,1935,Streptomyces_violaceoruber,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Streptomyces_gilvosporeus_strainF607,NZ_CP020569.1,553510,Streptomyces_gilvosporeus,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Pantoea_stewartii_subsp_stewartii_DC283_strainDC283,NZ_CP017581.1,660596,Pantoea_stewartii,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Halomonas_sp_GT_strainGT,NZ_CP020562.1,1971364,Halomonas_sp_GT,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Kitasatospora_albolonga_strainYIM_101047,NZ_CP020563.1,68173,Kitasatospora_albolonga,Kitasatospora,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Kitasatospora_aureofaciens_strainDM1,NZ_CP020567.1,1894,Kitasatospora_aureofaciens,Kitasatospora,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Tatlockia_micdadei_strainNZ2015,NZ_CP020614.1,451,Tatlockia_micdadei,Tatlockia,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Mycobacterium_kansasii_strain10MK,NZ_CP019886.1,1768,Mycobacterium_kansasii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacterium_bacteremicum_strainDSM_45578,NZ_MVHJ01000010.1,564198,Mycolicibacterium_bacteremicum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_arosiense_ATCC_BAA1401__DSM_45069_strainDSM_45069,NZ_MVHG01000001.1,1265311,Mycobacterium_arosiense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacterium_celeriflavum_strainDSM_46765,NZ_MVHN01000100.1,1249101,Mycolicibacterium_celeriflavum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_heidelbergense_strainDSM_44471,NZ_MVHR01000100.1,53376,Mycobacterium_heidelbergense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacterium_insubricum_strainDSM_45130,NZ_MVHS01000001.1,444597,Mycolicibacterium_insubricum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_intermedium_strainDSM_44049,NZ_MVHT01000100.1,28445,Mycobacterium_intermedium,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_malmoense_strainIP1130001,NZ_MVHV01000100.1,1780,Mycobacterium_malmoense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_mantenii_strainDSM_45255,NZ_MVHW01000100.1,560555,Mycobacterium_mantenii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacterium_moriokaense_strainCIP105393,NZ_MVIB01000100.1,39691,Mycolicibacterium_moriokaense,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacter_minnesotensis_strainDSM_45633,NZ_MVHZ01000010.1,1118379,Mycolicibacter_minnesotensis,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_noviomagense_strainDSM_45145,NZ_MVIC01000100.1,459858,Mycobacterium_noviomagense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_alsense_strainDSM_45230,NZ_MVHD01000100.1,324058,Mycobacterium_alsense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_shinjukuense_strainCCUG_53584,NZ_MVIK01000001.1,398694,Mycobacterium_shinjukuense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacterium_tusciae_strainDSM_44338,NZ_MVIM01000010.1,75922,Mycolicibacterium_tusciae,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacterium_parafortuitum_strainCCUG_20999,NZ_MVID01000001.1,39692,Mycolicibacterium_parafortuitum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Rothia_nasimurium_strainPT32,NZ_LXWF01000001.1,85336,Rothia_nasimurium,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria
Pseudophaeobacter_leonis_strain306,NZ_MWVJ01000001.1,1144477,Pseudophaeobacter_leonis,Pseudophaeobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Oceanococcus_atlanticus_strain22IIS10r2,NZ_AQQV01000001.1,1317117,Oceanococcus_atlanticus,Oceanococcus,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria
Henriciella_litoralis_strainDSM_22014,NZ_NCSS01000001.1,568102,Henriciella_litoralis,Henriciella,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Henriciella_aquimarina_strainLMG_24711,NZ_NCST01000009.1,545261,Henriciella_aquimarina,Henriciella,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Klebsiella_sp_M5al_strainM5al,NZ_CP020657.1,1934254,Klebsiella_sp_M5al,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Streptomyces_sp_MOE7_strainMOE7,NZ_CP019779.1,1961713,Streptomyces_sp_MOE7,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Candidatus_Azobacteroides_pseudotrichonymphae,NZ_AP017913.1,511435,Candidatus_Azobacteroides_pseudotrichonymphae,Unclassified_Bacteroidales,Unclassified_Bacteroidales,Bacteroidales,Bacteroidia,Bacteroidetes
Sphingomonas_azotifigens_NBRC_15497_strainNBRC_15497,NZ_BCTR01000001.1,1219041,Sphingomonas_azotifigens,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Pseudomonas_indica_NBRC_103045_strainNBRC_103045,NZ_BDAC01000001.1,1215103,Pseudomonas_indica,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas_nitroreducens_NBRC_12694_strainNBRC_12694,NZ_BDAI01000001.1,1215112,Pseudomonas_nitroreducens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Thermoactinospora_rubra_strainYIM_77501,NZ_KZ084324.1,1088767,Thermoactinospora_rubra,Thermoactinospora,Streptosporangiaceae,Streptosporangiales,Actinobacteria,Actinobacteria
Zunongwangia_atlantica_22II1410F7_strain22II1410F7,NZ_ARYN01000001.1,1185767,Zunongwangia_atlantica,Zunongwangia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Streptomyces_sp_S8_strainS8,NZ_CP015362.1,1837283,Streptomyces_sp_S8,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Pantoea_septica_strainLMG_5345,NZ_MLJJ01000001.1,472695,Pantoea_septica,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Microcystis_aeruginosa_PCC_7806SL_strainPCC_7806SL,NZ_CP020771.1,1903187,Microcystis_aeruginosa,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Cnuibacter_physcomitrellae_strainXA(T),NZ_CP020715.1,1619308,Cnuibacter_physcomitrellae,Cnuibacter,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria
Staphylococcus_lugdunensis_strainC_33,NZ_CP020768.1,28035,Staphylococcus_lugdunensis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Halobacillus_mangrovi_strainKTB_131,NZ_CP020772.1,402384,Halobacillus_mangrovi,Halobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Pseudomonas_mesoacidophila_strainATCC_31433,NZ_CP020737.1,265293,Pseudomonas_mesoacidophila,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Candidatus_Pelagibacter_sp_RS40_strainRS40,NZ_CP020778.1,1977865,Candidatus_Pelagibacter_sp_RS40,Candidatus_Pelagibacter,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria
Candidatus_Pelagibacter_sp_RS39_strainRS39,NZ_CP020777.1,1977864,Candidatus_Pelagibacter_sp_RS39,Candidatus_Pelagibacter,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria
Staphylococcus_lutrae_strainATCC_700373,NZ_CP020773.1,155085,Staphylococcus_lutrae,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Pantoea_alhagi_strainLTYR11Z,NZ_CP019706.1,1891675,Pantoea_alhagi,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Mycolicibacter_hiberniae_strainATCC_49874,NZ_LQOZ01000001.1,29314,Mycolicibacter_hiberniae,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_gordonae_strainDSM_44160,NZ_LQOY01000001.1,1778,Mycobacterium_gordonae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycolicibacterium_iranicum_strainDSM_45541,NZ_LQPC01000001.1,912594,Mycolicibacterium_iranicum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_kubicae_strainCIP_106428,NZ_LQPD01000001.1,120959,Mycobacterium_kubicae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_palustre_strainDSM_44572,NZ_LQPJ01000001.1,153971,Mycobacterium_palustre,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_riyadhense_strainDSM_45176,NZ_LQPQ01000001.1,486698,Mycobacterium_riyadhense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
